:ID	:LABEL	create_time	update_time	industry	first_register_addr	security_short_name	legal_entity	manager	code	company_address	register_number	zipcode	company_name
comp18	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	百利科技	王海荣	肖立明	603959	湖南省岳阳市岳阳楼区洞庭大道1号	430600000009729	414007	湖南百利工程科技股份有限公司
comp19	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	上海市工商行政管理局南汇分局	克来机电	谈士力	谈士力	603960	上海市浦东新区泥城镇新城路2号24幢4188室	310115001560789	201306	上海克来机电自动化工程股份有限公司
comp20	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	大理市工商行政管理局	大理药业	杨君祥	杨君祥	603963	云南省大理白族自治州大理市下关环城西路118号	523900400000116	671000	大理药业股份有限公司
comp21	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	苏州市吴江工商行政管理局	法兰泰克	金红萍	陶峰华	603966	江苏省吴江汾湖经济开发区汾越路288号、388号	320584400012775	215211	法兰泰克重工股份有限公司
comp22	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	江苏省工商行政管理局	醋化股份	庆九	丁彩峰	603968	江苏省南通经济技术开发区江山路968号	3200001105145	226009	南通醋酸化工股份有限公司
comp23	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	天津市工商行政管理局	银龙股份	谢铁桥	谢志峰	603969	天津市北辰区双源工业区双江道62号	120000000015247	300400	天津银龙预应力材料股份有限公司
comp24	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	正川股份	邓勇	邓勇	603976	重庆市北碚区龙凤桥街道正川玻璃工业园	500109000014539	400700	重庆正川医药包装材料股份有限公司
comp25	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	江西省工商行政管理局	国泰集团	熊旭晴	--	603977	江西省南昌市高新区高新一路89号	--	330096	江西国泰民爆集团股份有限公司
comp26	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	深圳新星	陈学敏	陈学敏	603978	深圳市宝安区观光路公明镇高新技术产业园新星厂区A栋	440301501133616	518106	深圳市新星轻合金材料股份有限公司
comp27	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	北京市工商局	金 诚 信	王先成	李占民	603979	北京市密云县经济开发区水源西路28号院1号楼101室	110000450040030	101500	金诚信矿业管理股份有限公司
comp28	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	吉华集团	邵伯金	杨泉明	603980	浙江省杭州市萧山区临江工业园新世纪大道1766号	330000000060861	311228	浙江吉华集团股份有限公司
comp29	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	无锡市江阴工商行政管理局	恒润股份	承立新	承立新	603985	江苏省无锡市江阴市周庄镇欧洲工业园A区	320281400003897	214400	江阴市恒润重工股份有限公司
comp30	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	北京工商局	兆易创新	朱一明	朱一明	603986	北京市海淀区学院路30号科大天工大厦A座12层	--	100083	北京兆易创新科技股份有限公司
comp31	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	嘉定区工商局	康 德 莱	王彩亮	张维鑫	603987	上海市嘉定区高潮路658号1幢2楼	310000000063412	201803	上海康德莱企业发展集团股份有限公司
comp32	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	艾华集团	艾立华	王安安	603989	湖南省益阳市桃花仑东路（紫竹路南侧）	430900000003926	413000	湖南艾华集团股份有限公司
comp33	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	无锡市滨湖工商行政管理局	中电电机	王建裕	王建裕	603988	江苏省无锡市高浪东路777号	320211000067109	214131	中电电机股份有限公司
comp34	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	江苏省苏州工业园区工商行政管理局	麦迪科技	翁康	汪建华	603990	江苏省苏州工业园区归家巷222号	320594000141931	215021	苏州麦迪斯顿医疗科技股份有限公司
comp35	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	洛阳钼业	李朝春	李发本	603993	河南省洛阳市栾川县城东新区画眉山路伊河以北	4103001000907	471500	洛阳栾川钼业集团股份有限公司
comp36	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	至正股份	侯海良	李现春	603991	上海市莘庄工业区元江路5050号	310000400409129	201108	上海至正道化高分子材料股份有限公司
comp37	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	台州市工商行政管理局椒江分局	中新科技	陈德松	江珍慧	603996	浙江省台州市椒江区工人西路618-2号	--	318000	中新科技集团股份有限公司
comp38	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	方盛制药	张庆华	张庆华	603998	湖南省长沙市河西麓谷麓天路19号	--	410205	湖南方盛制药股份有限公司
comp39	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	继峰股份	王义平	郑鹰	603997	浙江省宁波市北仑区大碶璎珞河路17号	330200400006890	315800	宁波继峰汽车零部件股份有限公司
comp40	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	甘肃省工商行政管理局	读者传媒	王永生	陈泽奎	603999	甘肃省兰州市城关区南滨河东路520号	620000000016521	730030	读者出版传媒股份有限公司
comp41	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	延安中路816号	云赛Ｂ股	黄金刚	翁峻青	900901	上海市浦东新区张江高科技园区张衡路200号1号楼2楼	310000400047851	201204	云赛智联股份有限公司
comp42	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	上海	市北Ｂ股	周群	张弛	900902	上海市共和新路3088弄2号1008室	企股沪总字第019003号（市局）	200072	上海市北高新股份有限公司
comp43	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	上海市浦东新区龙阳路100 号	大众Ｂ股	杨国平	杨国平	900903	上海市中山西路1515号大众大厦12楼	企股沪总字第019006	200235	大众交通(集团)股份有限公司
comp44	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	神奇Ｂ股	张涛涛	冯斌	900904	上海市浦东新区上川路995号	310000400017887（市局）	201209	上海神奇制药投资管理股份有限公司
comp45	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	上海市工商行政管理局	老凤祥Ｂ	石力华	黄骅	900905	上海市黄浦区南京西路190号四层、五层	企股沪总字第019009号(市局)	200003	老凤祥股份有限公司
comp46	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	上海市浦东新区龙东路818号	中毅达 B	党悦栋	党悦栋	900906	上海市徐汇区淮海中路1010号嘉华中心3704室	企股沪总字第019004号(市局)	200030	上海中毅达股份有限公司
comp47	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	上海浦东东昌路600号	鹏起Ｂ股	张朋起	张朋起	900907	上海市浦东新区航津路1929号1幢第六层	310000400034324	200137	鹏起科技发展股份有限公司
comp48	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	中国上海市龙吴路4747号	氯碱Ｂ股	黄岱列	张伟民	900908	中国上海市神工路200号	企股沪总字第019017号	201507	上海氯碱化工股份有限公司
comp49	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	上海市浦东即墨路97号	华谊Ｂ股	刘训峰	王霞	900909	上海市常德路809号	企股沪总字第019010号	200040	上海华谊集团股份有限公司
comp50	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	郑州市工商行政管理局	思维列控	李欣	方伟	603508	河南省郑州高新区科学大道97号	410199000003266	450001	河南思维自动化设备股份有限公司
comp51	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	上海市工商行政管理局浦东新区分局	欧普照明	王耀海	马秀慧	603515	上海市浦东新区龙东大道6111号1幢411室	310115001094172	201201	欧普照明股份有限公司
comp52	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	长沙市工商行政管理局	绝味食品	戴文军	戴文军	603517	湖南省长沙市芙蓉区晚报大道267号晚报大厦1608室	430100000087621	410016	绝味食品股份有限公司
comp53	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	维格娜丝	王致勤	王致勤	603518	江苏省南京市秦淮区中山南路1号60层	320103000032383	210005	维格娜丝时装股份有限公司
comp54	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	宜兴市工商行政管理局	立霸股份	卢凤仙	卢凤仙	603519	江苏省宜兴市环保科技工业园新城路	3200002101621	214205	江苏立霸实业股份有限公司
comp55	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	芜湖市工商行政管理局	众源新材	封全虎	封全虎	603527	安徽省芜湖经济技术开发区凤鸣湖北路48号	--	241008	安徽众源新材料股份有限公司
comp56	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	仙居县工商行政管理局	司 太 立	胡锦生	胡锦生	603520	浙江省台州市仙居县现代工业集聚区司太立大道1号	331000400001749	317300	浙江司太立制药股份有限公司
comp57	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	国家工商行政管理总局	多伦科技	章安强	张秋南	603528	江苏省南京市江宁区天印大道1555号	320100400008026	211112	多伦科技股份有限公司
comp58	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	北京市工商行政管理局朝阳分局	掌阅科技	成湘均	成湘均	603533	北京市朝阳区东三环中路39号建外SOHO23号楼（南办公楼）20层2307	--	100022	掌阅科技股份有限公司
comp59	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	嘉诚国际	段容文	黄平	603535	广东省广州市番禺区南村镇万博二路79号2202室	440101000050438	511442	广州市嘉诚国际物流股份有限公司
comp60	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	诸城市工商行政管理局	惠发股份	惠增玉	惠增玉	603536	山东省诸城市舜耕路139号;诸城市舜德路159号	370700400009405	262200	山东惠发食品股份有限公司
comp61	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	宁波市工商行政管理局	美 诺 华	姚成志	--	603538	浙江省宁波市高新区扬帆路999弄1号1406室	330215000002952	315048	宁波美诺华药业股份有限公司
comp62	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	贵 人 鸟	林天福	林天福	603555	福建省晋江市陈埭沟西工业区	350500400022497	362200	贵人鸟股份有限公司
comp63	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	海兴电力	周良璋	张仕权	603556	浙江省杭州市莫干山路1418号（上城工业园区）	330102000018561	310011	杭州海兴电力科技股份有限公司
comp64	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	衢州市工商行政管理局	健盛集团	张茂义	张茂义	603558	浙江省杭州市萧山经济开发区金一路111号	330881000004672	311215	浙江健盛集团股份有限公司
comp65	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	丽水市工商局	起步股份	章利民	周建永	603557	浙江青田县油竹新区侨乡工业园区赤岩3号	--	323900	起步股份有限公司
comp66	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	吉林省工商行政管理局	中通国脉	王世超	张显坤	603559	吉林省长春市南湖大路6399号	220000000009502	130012	中通国脉通信股份有限公司
comp67	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	洛阳市工商行政管理局	普 莱 柯	张许科	秦德超	603566	中国(河南)自由贸易试验区洛阳片区高新开发区凌波路	410392100006212	471000	普莱柯生物工程股份有限公司
comp68	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	虎林县工商行政管理局	珍 宝 岛	方同华	方同华	603567	黑龙江省鸡西市虎林市虎林镇红星街72号	230322100000050	158400	黑龙江珍宝岛药业股份有限公司
comp69	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	浙江省工商行政管理局	伟明环保	项光明	项光明	603568	浙江省温州市瓯海开发区梧慈路517号	330000000011488	325000	浙江伟明环保股份有限公司
comp70	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	北京市工商行政管理局	长久物流	薄世久	薄世久	603569	北京市顺义区南彩镇彩祥东路3号	--	101300	北京长久物流股份有限公司
comp71	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	胶州市工商行政管理局	汇 金 通	刘锋	刘锋	603577	山东省青岛胶州市杜村镇寺后村	370281228032138	266327	青岛汇金通电力设备股份有限公司
comp72	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	德清县工商行政管理局	三星新材	杨敏	杨阿永	603578	浙江省湖州市德清县禹越镇杭海路333号	330521000000507	313213	浙江三星新材股份有限公司
comp73	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	上海市工商行政管理局青浦分局	荣泰健康	林琪	林琪	603579	上海市青浦区朱枫公路1226号	310118002087613	201714	上海荣泰健康科技股份有限公司
comp74	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	上海市工商行政管理局	艾艾精工	涂木林	涂木林	603580	上海市静安区万荣路700号7幢A240室	310000400168256	200072	艾艾精密工业输送系统(上海)股份有限公司
comp75	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	江阴市工商行政管理局	苏利股份	缪金凤	缪金凤	603585	江苏省江阴市临港街道润华路7号-1	320281000046455	214444	江苏苏利精细化工股份有限公司
comp76	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	金 麒 麟	孙鹏	孙鹏	603586	山东省德州市乐陵市阜乐路999号	370000228023539	253600	山东金麒麟股份有限公司
comp77	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	石景山工商局	高能环境	陈望明	陈望明	603588	北京市海淀区复兴路83号	110108003627173	100036	北京高能时代环境技术股份有限公司
comp78	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	口 子 窖	徐进	徐进	603589	中国安徽省淮北市相山南路9号	340600000017894	235199	安徽口子酒业股份有限公司
comp79	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	湖州市工商行政管理局	东尼电子	沈晓宇	沈晓宇	603595	浙江省湖州市吴兴区织里镇中华东路88号	--	313008	浙江东尼电子股份有限公司
comp80	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	北京市工商行政管理局	引力传媒	罗衍记	罗衍记	603598	北京市海淀区阜外亮甲店1号中水园乙3号楼105室	110108008814307	100142	引力传媒股份有限公司
comp81	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	广信股份	黄金祥	黄金祥	603599	安徽省广德县新杭镇彭村村	342523000010632	242235	安徽广信农化股份有限公司
comp82	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	重庆市工商行政管理局渝北区分局	再升科技	郭茂	郭茂	603601	重庆市渝北区回兴街道两港大道197号1幢	--	401120	重庆再升科技股份有限公司
comp83	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	浙江省湖州市工商行政管理局	永艺股份	张加勇	张加勇	603600	浙江省湖州市安吉县递铺镇永艺西路1号	330523000012611	313300	永艺家具股份有限公司
comp84	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	宁波市工商行政管理局	东方电缆	夏崇耀	夏峰	603606	浙江省宁波市北仑区江南东路968号	330200000011796	315801	宁波东方电缆股份有限公司
comp85	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	浙江省杭州市工商行政管理局	纵横通信	苏维锋	吴海涛	603602	浙江省杭州市西湖区文三路90号11层A1105-A1108室	3301002069281	310012	杭州纵横通信股份有限公司
comp86	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	国家工商行政管理局	博天环境	赵笠钧	吴坚	603603	北京市海淀区西直门北大街60号首钢综合楼12A06-08室	110000410096139	100082	博天环境集团股份有限公司
comp87	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	广州市工商行政管理局	天创时尚	梁耀华	倪兼明	603608	广东省广州市南沙区东涌镇银沙大街31号	440126400006657	511475	广州天创时尚鞋业股份有限公司
comp88	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	辽宁省工商行政管理局	禾丰牧业	金卫东	丁云峰	603609	辽宁省沈阳市沈北新区辉山大街169号	210000400005849	110164	辽宁禾丰牧业股份有限公司
comp89	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	长兴县工商行政管理局	诺力股份	丁毅	毛英	603611	浙江省湖州市长兴县太湖街道长州路528号	3300001009414	313100	诺力机械股份有限公司
comp90	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	临邑县工商行政管理局	索通发展	郎光辉	张新海	603612	山东省德州市临邑县恒源经济开发区新104国道北侧	371424228002295	251500	索通发展股份有限公司
comp91	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	福州市工商行政管理局	茶花股份	陈葵生	陈葵生	603615	福建省福州市晋安区鼓山镇蕉坑路168号	350100100079987	350014	茶花现代家居用品股份有限公司
comp92	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	北京市工商行政管理局	韩建河山	田玉波	田玉波	603616	北京市房山区韩村河镇韩村河村大自然新城雅苑商业楼C座3号	110111007294741	102423	北京韩建河山管业股份有限公司
comp93	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	君禾股份	张阿华	张君波	603617	浙江省宁波市海曙区集士港镇万众村	330212000160563	315000	君禾泵业股份有限公司
comp94	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	杭州市工商行政管理局	杭电股份	华建飞	倪益剑	603618	浙江省杭州经济技术开发区6号大街68-1	330198000003854	310018	杭州电缆股份有限公司
comp95	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	苏州市昆山工商行政管理局	科森科技	徐金根	瞿李平	603626	江苏省昆山开发区昆嘉路389号	320583000416321	215300	昆山科森科技股份有限公司
comp96	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	清源股份	Hong Daniel	Hong Daniel	603628	福建省厦门火炬高新区（翔安）产业区民安大道999-1009号	--	361101	清源科技(厦门)股份有限公司
comp97	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	潮阳工商局	拉芳家化	吴桂谦	吴桂谦	603630	广东省汕头市潮南区国道324线新庆路段拉芳工业城	440500400001314	515146	拉芳家化股份有限公司
comp98	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	上海市工商行政管理局闵行分局	徕木股份	朱新爱	朱新爱	603633	上海市闵行区中春路7319号	310112000756272	201101	上海徕木电子股份有限公司
comp99	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	福建省泉州市工商行政管理局	南威软件	吴志雄	吴志雄	603636	福建省泉州市丰泽区丰海路南威大厦2号楼	350500100024401	362000	南威软件股份有限公司
comp100	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	江苏省工商行政管理局	吴江银行	魏礼亚	庄颖杰	603323	江苏省苏州市吴江区中山南路1777号	3200001105926	215200	江苏吴江农村商业银行股份有限公司
comp101	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	绍兴县工商行政管理局	梅轮电梯	钱雪林	蒋荣海	603321	浙江省绍兴市柯北工业园区梅中路576号	--	312065	浙江梅轮电梯股份有限公司
comp102	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	南京市工商行政管理局	我乐家居	NINA YANTI MIAO	汪春俊	603326	江苏省南京市江宁经济技术开发区清水亭西路218号	320100400034274	211102	南京我乐家居股份有限公司
comp103	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	依顿电子	李永强	李永强	603328	广东省中山市三角镇高平化工区	440000400006809	528445	广东依顿电子科技股份有限公司
comp104	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	超讯通信	梁建华	万军	603322	广东省广州市天河区天河科技园软件园高唐新建区高普路1025、1027号第4层	440101000030304	510663	广东超讯通信技术股份有限公司
comp105	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	上海市工商行政管理局	上海天洋	李哲龙	李哲龙	603330	上海市嘉定区南翔镇惠平路505号	310114000577112	201802	上海天洋热熔粘接材料股份有限公司
comp106	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	浙江省台州市工商行政管理局	百达精工	施小友	阮吉林	603331	浙江台州市经中路908弄28号	331000000000905	318000	浙江百达精工股份有限公司
comp107	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	明星电缆	盛业武	盛业武	603333	四川省乐山市高新区迎宾大道18号	511100000010378	614001	四川明星电缆股份有限公司
comp108	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	江门市工商行政管理局	迪 生 力	罗洁	赵瑞贞	603335	广东省江门市台山市西湖外商投资示范区	440700400014916	529200	广东迪生力汽配股份有限公司
comp109	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	汕头市工商局	宏辉果蔬	黄俊辉	黄俊辉	603336	广东省汕头市龙湖区玉津中路13号	440500400006378	515041	宏辉果蔬股份有限公司
comp110	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	台州市工商行政管理局椒江分局	杰克股份	赵新庆	郭卫星	603337	浙江省台州市椒江区机场南路15号	330000400000131	318010	杰克缝纫机股份有限公司
comp111	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	浙江省湖州市工商行政管理局	浙江鼎力	许树根	许树根	603338	浙江省德清县雷甸镇白云南路1255号	330521000004147	313219	浙江鼎力机械股份有限公司
comp112	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	南通县工商局	四方冷链	黄杰	黄杰	603339	江苏省南通市通州区兴仁镇金通公路3888号	320683000131071	226371	南通四方冷链装备股份有限公司
comp113	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	厦门市工商局	安井食品	刘鸣鸣	张清苗	603345	福建省厦门市海沧区新阳路2508号	350205200001840	361022	福建安井食品股份有限公司
comp114	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	江苏省苏州工商行政管理局	莱克电气	倪祖根	倪祖根	603355	江苏省苏州新区向阳路1号	320500400029039	215009	莱克电气股份有限公司
comp115	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	设计总院	王吉双	徐宏光	603357	安徽省合肥市高新区香樟大道180号	--	230088	安徽省交通规划设计研究总院股份有限公司
comp116	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	江苏省泰州工商局	华达科技	陈竞宏	葛江宏	603358	江苏省泰州市靖江市江平路51号	321200400002874	214500	华达汽车科技股份有限公司
comp117	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	东珠景观	章建良	章建良	603359	江苏无锡市锡山区东亭街道锡沪中路90号	320205000054137	214101	江苏东珠景观股份有限公司
comp118	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	大连市工商行政管理局	百傲化学	刘宪武	刘海龙	603360	辽宁省大连市普湾新区松木岛化工园区沐百路18号	210200400040473	116308	大连百傲化学股份有限公司
comp119	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	漳州市芗城区工商行政管理局	傲农生物	吴有林	吴有林	603363	福建省漳州市芗城区金峰经济开发区金珠片区金埔路与金石路交叉处	--	363000	福建傲农生物科技集团股份有限公司
comp120	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	日出东方	徐新建	万旭昶	603366	江苏省连云港市海宁工贸园	320700000015701	222243	日出东方太阳能股份有限公司
comp121	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	济宁市工商行政管理局	辰欣药业	杜振新	杜振新	603367	山东省济宁高新区同济科技工业园	370833018004046	272031	辰欣药业股份有限公司
comp122	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	柳州市工商行政管理局	柳州医药	朱朝阳	朱朝阳	603368	广西柳州市官塘大道68号	450200200002273	545000	广西柳州医药股份有限公司
