company_id	title	person_id	type	create_time	update_time	
comp379	总裁	pers901	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp44	独立董事	2017-10-24 10:52:12	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp616	董事	pers836	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1384	监事	pers581	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1853	董事	pers390	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1239	独立董事	pers711	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1036	监事	pers721	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp988	董秘	pers682	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1853	独立董事	pers393	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2206	董秘,副总经理,董事	pers263	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2879	董事	pers206	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2879	总经理,董事长	pers204	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1009	总会计师	pers816	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1069	董秘	pers689	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1519	独立董事	pers538	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1455	总经理,董事	pers315	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2776	职工监事	pers245	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2608	监事会主席	pers174	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2050	职工监事	pers428	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1138	副总裁	pers785	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2206	独立董事	pers266	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1441	董秘(代),总经理(代),董事长	pers551	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp634	独立董事	pers798	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2102	副总经理	pers611	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3341	董事长	pers49	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2715	董事	pers333	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1548	独立董事	pers565	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1278	监事	pers655	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2711	董事	pers301	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1753	董事长	pers489	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2996	副总经理	pers91	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2050	副总经理	pers429	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1237	副总经理	pers697	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2111	副总裁,董秘	pers605	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp141	董事	pers850	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1792	董秘	pers473	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3380	董事	pers34	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1700	副总经理	pers513	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1756	独立董事	pers464	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1168	独立董事	pers907	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1036	董事长	pers716	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1535	监事会主席	pers546	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1297	监事	pers752	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2091	副总经理	pers445	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1765	副总经理	pers506	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1509	独立董事	pers525	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2996	董事长	pers84	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2742	独立董事	pers134	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3266	副董事长	pers117	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3024	副总经理,董事	pers79	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2397	独立董事	pers284	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp141	独立董事	pers847	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp988	职工监事	pers681	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp141	董事长	pers846	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2960	财务总监	pers239	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1700	副总经理	pers512	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2828	副总经理	pers168	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2179	副总经理	pers276	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2663	财务总监,副总经理,董秘	pers196	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2809	独立董事	pers149	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3254	总裁,董事	pers8	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp68	独立董事	pers892	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2111	监事	pers604	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2179	副总经理	pers278	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2816	副总裁,财务负责人	pers162	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2195	总经理,董事长	pers307	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1199	副总裁	pers642	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1519	董事	pers537	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1239	独立董事	pers712	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3204	副总经理	pers22	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2050	独立董事	pers426	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1548	副总裁	pers566	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp634	独立董事	pers797	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2816	副总裁	pers160	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2943	董事	pers324	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp472	职工监事	pers869	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1041	副总经理	pers706	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3204	独立董事	pers18	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1736	独立董事	pers477	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp634	副总裁	pers799	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp44	董事	2017-10-24 10:52:12	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1069	董事长	pers684	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2202	副总经理	pers261	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1237	独立董事	2017-10-24 10:52:12	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2206	董事长	pers262	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp569	独立董事	pers819	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2102	副总经理,董事	pers607	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2816	独立董事	2017-10-24 10:52:12	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3260	副总裁	pers67	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3024	副总经理	pers83	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1506	独立董事	pers518	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3380	职工监事	pers37	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1349	董事	pers666	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1583	独立董事	pers485	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1199	监事	pers634	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3266	监事	pers115	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1506	董秘,副总经理,董事	pers514	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1278	独立董事	pers653	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1036	总经理,董事	pers717	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1389	监事	pers624	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2753	监事	pers223	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1278	董秘	pers656	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2202	独立董事	pers258	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3254	独立董事	pers12	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1199	高级副总裁	pers641	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1237	董事	pers692	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2684	董事长	pers212	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp298	副总经理,董秘	pers833	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2816	职工监事	pers161	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3252	副总经理	pers45	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1765	独立董事	pers504	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1509	财务负责人	pers534	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1389	董事	pers621	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2146	独立董事	pers591	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2182	副总经理,董秘	pers385	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2397	总经理,董事	pers282	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2850	副总经理	pers255	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1592	董事	pers448	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1853	独立董事	pers392	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp988	监事	pers679	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1036	副总经理	pers727	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2671	财务总监	pers203	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2629	副总经理	pers180	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3341	监事	pers54	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2202	副总经理,董事	pers257	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2206	监事	pers267	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2663	副总经理,董事	pers189	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3363	董事	pers92	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2753	董事	pers221	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2083	独立董事	pers457	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2629	副总经理,董事	pers178	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2182	董事	pers382	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2029	董事	pers417	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1439	监事	pers559	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2050	监事会主席	pers427	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2608	独立董事	pers173	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2952	董事长	pers227	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1537	独立董事	pers569	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3266	副总经理,财务总监	pers121	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2732	董事	pers364	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2133	独立董事	2017-10-24 10:52:12	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1239	董事长	pers709	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1509	董事长	pers522	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp361	副总经理	pers885	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3302	财务总监,总经理,董事长	pers69	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2083	职工监事	pers459	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2717	独立董事	pers341	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1502	董事	pers764	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1519	董秘	pers542	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1041	监事	pers704	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp616	监事	pers840	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1009	副总经理	pers813	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2732	副总裁	pers370	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp569	监事	pers822	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1138	监事	pers783	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1895	监事	pers409	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3254	董事长	pers7	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2748	总经理,董事长	pers139	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3380	独立董事	pers33	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2397	独立董事	pers283	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1792	独立董事	pers470	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2195	职工监事	pers312	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1239	常务副总经理	pers713	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2776	独立董事	pers244	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp569	副总经理	pers826	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1509	副总经理	pers531	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1853	副总经理,董事	pers389	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp67	总经理,董事	pers873	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2971	副总裁,董事	pers99	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1349	监事	pers670	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2663	监事会主席	pers193	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2748	董事	pers140	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3237	董事长	pers0	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2062	副总经理,董事	pers432	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1506	副总经理	pers521	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2730	副总经理	pers362	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1237	总经理,董事长	pers691	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp586	董事	pers857	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1009	独立董事	pers807	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1082	副总经理,董事	pers769	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1583	财务总监,董事,董秘	pers483	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3252	董事,董秘	pers42	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1199	副总裁	pers637	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1199	副总裁	pers638	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2952	董事	pers226	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2102	董事长	pers606	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1592	董秘	pers453	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1138	副总裁,董事	pers779	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1756	独立董事	pers462	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2991	董事	pers107	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1041	副总经理	pers707	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2776	副总经理	pers246	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1509	副总经理	pers529	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2179	财务总监	pers279	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2776	总经理,董事长	pers242	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp67	董事长	pers872	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2182	董事长	pers383	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1041	独立董事	2017-10-24 10:52:12	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2684	常务副总裁,副董事长,董秘	pers214	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2991	独立董事	pers108	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1349	副总经理	pers671	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1385	职工监事	pers588	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp67	监事	pers875	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1199	高级副总裁,副总裁	pers640	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2947	董事长	pers348	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1889	董事	pers400	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2947	董事,常务副总裁	pers346	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2816	董事	pers155	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1237	监事	pers695	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1009	总工程师	pers815	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2816	董事长	pers154	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2828	独立董事	pers165	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1519	职工监事	pers541	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1700	监事	pers511	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1519	董事长	pers535	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2730	总经理,董事长	pers355	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2809	副总经理,董秘	pers152	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1009	董事	pers806	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1548	总裁,董事长	pers564	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3260	监事	pers63	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1753	董事	pers492	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1009	监事	pers811	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2146	副董事长	pers593	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1583	独立董事	pers484	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1248	总经理(代),董事长	pers737	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1537	独立董事	pers571	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2943	董秘	pers329	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1753	董秘	pers498	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp141	董事	pers845	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2742	独立董事	pers135	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2991	常务副总经理	pers111	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp472	董事	pers865	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp616	总经理,董事长	pers834	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1756	总经理,董事长	pers460	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2029	董事	pers418	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3008	监事会主席	pers128	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1389	董事长	pers619	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1753	常务副总经理	pers491	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1455	董秘	pers319	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1439	独立董事	pers558	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1349	副总经理,董事	pers667	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2146	副总经理	pers599	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp586	职工监事	pers861	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1385	副总经理,董秘	pers589	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2083	监事会主席	pers454	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1384	独立董事	2017-10-24 10:52:12	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2776	独立董事	pers243	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1139	副总经理	pers793	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2133	副总经理	pers618	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2850	董事长	pers247	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1199	独立非执行董事	pers631	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2943	副总经理	pers328	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2730	董事	pers357	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp616	董事	pers837	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3254	副总裁,董秘	pers11	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1509	监事	pers527	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1537	监事	pers572	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1753	副总经理	pers495	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1248	副总经理	pers745	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3260	独立董事	pers64	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp569	副总经理	pers824	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp586	监事会主席	pers860	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3302	监事会主席	pers73	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1349	财务负责人	pers673	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2608	监事	pers175	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1506	监事	pers519	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1535	独立董事	pers545	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2879	副总经理	pers210	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1138	职工监事	pers784	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2715	监事会主席	pers337	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2809	董事长	pers147	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3252	董事长	pers40	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp472	监事	pers868	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3260	副总裁	pers65	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2629	董事长	pers177	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2971	副总裁	pers104	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp472	独立董事	pers866	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2742	董事长	pers131	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp68	监事	pers891	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2083	董事	pers456	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3237	董事	pers2	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2062	董事	pers434	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3302	监事	pers74	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3252	副总经理	pers46	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp361	职工监事	pers887	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2717	副总经理	pers345	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1509	副总经理	pers530	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1895	副总裁	pers413	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2828	独立董事	pers166	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2732	董事长	pers365	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2102	职工监事	pers608	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1592	总经理,董事长	pers446	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1753	独立董事	pers493	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp634	监事会主席	pers800	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1502	职工监事	pers767	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2809	总经理,董事	pers145	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
