:START_ID	:END_ID	:TYPE	create_time	update_time	title	
comp1506	pers521	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2711	pers302	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp988	pers677	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp68	pers894	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董秘
comp361	2017-10-23 19:47:36	isManagedBy	2017-10-23 19:47:36	pers283	独立董事
comp1506	pers516	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp1297	pers751	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp1509	pers525	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1592	pers446	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理,董事长
comp1237	pers692	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp1700	pers509	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1009	pers814	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp616	pers838	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2671	pers201	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp2947	pers348	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp1036	pers725	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp634	pers795	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事,董秘
comp1207	pers755	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp1082	pers775	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp1753	pers491	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	常务副总经理
comp3252	pers42	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事,董秘
comp2387	pers374	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	非执行董事
comp2387	pers376	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立非执行董事
comp1385	pers585	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理,董事长
comp141	pers850	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp1307	pers662	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp569	pers825	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经济师
comp2684	pers212	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp1036	pers719	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1889	pers401	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2943	pers329	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董秘
comp2991	pers112	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2730	pers355	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理,董事长
comp2748	pers142	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp1756	pers462	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1139	pers789	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp3302	pers69	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	财务总监,总经理,董事长
comp379	pers901	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总裁
comp2947	pers353	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总裁,财务负责人
comp3341	pers57	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总裁
comp1207	pers760	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp3204	pers18	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp141	pers847	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2943	pers328	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2202	pers258	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2206	pers264	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp1853	pers390	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2879	pers211	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp2717	pers339	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理,董事长
comp3380	pers30	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp3266	pers118	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2943	pers327	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp1502	pers762	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp2663	pers189	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,董事
comp141	pers846	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp1036	pers718	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,董事
comp2397	pers284	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2971	pers100	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1592	pers452	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1502	pers765	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1036	pers728	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董秘
comp1455	pers317	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2091	pers441	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2828	pers168	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2943	pers324	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2206	pers269	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1082	pers770	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp2971	pers104	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总裁
comp2146	pers594	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp2717	pers345	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1082	pers774	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp2671	pers200	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1753	pers498	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董秘
comp1548	pers561	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总裁,董事
comp1736	pers480	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	财务总监
comp1455	pers320	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp2206	pers262	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp1239	pers711	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2387	pers375	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立监事
comp1239	pers713	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	常务副总经理
comp1139	pers787	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp2091	pers440	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2102	pers612	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1239	pers712	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1519	pers542	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董秘
comp1853	pers389	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,董事
comp2717	pers341	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1036	pers727	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2102	pers606	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp1270	pers648	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp1889	pers404	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1237	pers697	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2146	pers592	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,董事
comp2776	pers240	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp3266	pers119	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事会主席
comp2711	pers306	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp2730	pers360	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1297	pers753	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董秘
comp2202	pers260	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp2753	pers224	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2387	pers378	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp3260	pers63	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp379	pers903	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总裁
comp2730	pers363	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总工程师
comp379	pers902	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总裁,董秘
comp67	pers875	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp3024	pers78	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1792	pers471	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1895	pers408	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp3260	pers60	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总裁,董事
comp2742	pers136	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp2816	2017-10-23 19:47:36	isManagedBy	2017-10-23 19:47:36	pers108	独立董事
comp2202	pers261	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2671	pers202	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理
comp141	pers854	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	财务负责人
comp1385	pers589	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,董秘
comp3204	pers22	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2879	pers209	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2715	pers331	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理,董事长
comp1237	pers693	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2146	pers590	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp1455	pers314	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp1349	pers667	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,董事
comp1535	pers546	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事会主席
comp141	pers853	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,董秘
comp2146	pers595	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1889	pers403	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2684	pers216	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2182	pers384	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1509	pers532	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1307	pers659	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2029	pers421	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1736	pers478	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1009	pers811	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp3024	pers81	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp1765	pers501	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2182	pers385	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,董秘
comp2195	pers311	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事会主席
comp1009	pers808	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2684	pers217	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp1270	pers645	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1248	pers742	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1583	pers485	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2133	pers616	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2879	pers210	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp3237	pers5	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1307	pers657	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp44	2017-10-23 19:47:36	isManagedBy	2017-10-23 19:47:36	pers557	独立董事
comp1207	pers758	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理
comp3266	pers123	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董秘
comp1036	pers726	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1384	2017-10-23 19:47:36	isManagedBy	2017-10-23 19:47:36	pers86	独立董事
comp2179	pers274	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1248	pers743	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp1441	pers553	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp2179	pers273	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp1535	pers545	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1736	pers476	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2629	pers184	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1069	pers689	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董秘
comp2663	pers191	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2663	pers188	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp1765	pers505	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp1537	pers574	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1509	pers528	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp3302	pers73	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事会主席
comp1535	pers544	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp1248	pers738	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董秘,副总经理,董事
comp3380	pers38	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2029	pers419	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1583	pers484	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2850	pers253	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1278	pers653	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1270	pers647	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp67	pers872	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp1384	pers583	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2816	pers154	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp2816	pers160	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总裁
comp2996	pers90	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理
comp3266	pers117	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副董事长
comp2748	pers141	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1509	pers534	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	财务负责人
comp2717	pers340	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,董事
comp1384	pers580	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1389	pers620	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事,董秘
comp1756	pers466	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp586	pers858	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2776	pers246	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp586	pers857	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2111	pers600	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总裁,董事长
comp2629	pers186	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp472	pers866	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp616	pers842	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1009	pers806	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2111	pers602	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1069	pers690	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp3363	pers92	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2608	pers171	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp1036	pers717	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理,董事
comp472	pers863	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2083	pers456	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp1753	pers495	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1592	pers453	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董秘
comp2991	pers107	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp1237	pers696	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp988	pers682	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董秘
comp67	pers878	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2102	pers610	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1199	pers635	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总裁
comp1583	pers486	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp2195	pers309	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp1237	pers691	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理,董事长
comp1199	pers637	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总裁
comp1168	pers910	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp2947	pers347	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp1248	pers737	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理(代),董事长
comp472	pers871	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总裁
comp2102	pers607	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,董事
comp2146	pers599	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1009	pers813	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2730	pers362	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2996	pers84	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp3252	pers48	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	财务总监
comp3008	pers130	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2387	pers381	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp569	pers820	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2742	pers134	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1138	pers786	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总裁
comp1237	pers695	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp3204	pers21	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1207	pers757	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2397	pers285	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp2947	pers354	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董秘
comp3266	pers115	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp47	2017-10-23 19:47:36	isManagedBy	2017-10-23 19:47:36	pers549	董事
comp1439	pers555	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp1509	pers526	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1207	pers761	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2748	pers144	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1138	pers779	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总裁,董事
comp1756	pers465	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1349	pers672	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2102	pers611	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp988	pers680	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp1385	pers587	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事会主席
comp988	pers681	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp1239	pers715	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	财务总监
comp2684	pers215	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1389	pers627	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp298	pers828	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp2850	pers255	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1736	pers479	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp2091	pers439	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp1889	pers400	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp3380	pers36	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp2083	pers454	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事会主席
comp1736	pers474	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp2732	pers364	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2707	pers297	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总裁
comp1792	pers470	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1297	pers748	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp3237	pers1	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事,常务副总经理
comp1199	pers633	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	非执行董事
comp2971	pers98	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp1753	pers494	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2960	pers238	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2671	pers197	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp1535	pers548	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp1441	pers552	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1072	pers733	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
